id,source_id,county_name,county_fips,location_name,address_line1,location_detail,city,state,state_fips,zip5,zip4,latitude,longitude,schedule,exceptions,notes,source,date_acquired,county_wide,van_precinct_ids
90,,BRAZORIA,39,ALVIN LIBRARY,105 S GORDON,,ALVIN,TX,48,77511,,29.423563,-95.243739,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
91,,BRAZORIA,39,BRAZORIA LIBRARY,620 S BROOKS,,BRAZORIA,TX,48,77422,,29.041491,-95.569438,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
92,,BRAZORIA,39,EAST ANNEX,1524 E MULBERRY,,ANGLETON,TX,48,77515,,29.175,-95.413443,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
93,,BRAZORIA,39,EAST ANNEX-LIMITED BALLOTS,1524 W MULBERRY,,ANGLETON,TX,48,77515,,29.174179,-95.415128,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
94,,BRAZORIA,39,FREEPORT LIBRARY,410 BRAZOSPORT BLVD,,FREEPORT,TX,48,77541,,28.960511,-95.374022,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
95,,BRAZORIA,39,LAKE JACKSON CIVIC CENTER,333 HWY 332 EAST,,LAKE JACKSON,TX,48,77566,,29.038282,-95.451421,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
96,,BRAZORIA,39,NORTH ANNEX,7313 CORPORATE DR,,MANVEL,TX,48,77578,,29.472768,-95.370323,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
97,,BRAZORIA,39,PEARLAND WESTSIDE LIBRARY,2803 BUSINESS CENTER DR #101,,PEARLAND,TX,48,77584,,29.55967,-95.391404,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
98,,BRAZORIA,39,PRECINCT 4 BUILDING 2,121 N 10TH ST,,WEST COLUMBIA,TX,48,77486,,29.145692,-95.632981,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
99,,BRAZORIA,39,TOM REID LIBRARY,3522 LIBERTY DR,,PEARLAND,TX,48,77581,,29.551813,-95.258069,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
100,,BRAZORIA,39,WESTSIDE EVENT CENTER,2150 COUNTRYPLACE PKWY,,PEARLAND,TX,48,77584,,29.571851,-95.384365,10/18 12 PM-5 PM; 10/19-10/23 8 AM-7 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
101,,BRAZOS,41,ARENA HALL,2906 TABOR RD,,BRYAN,TX,48,77803,,30.706763,-96.372426,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
102,,BRAZOS,41,BRAZOS COUNTY ADMINISTRATION BUILDING,200 SOUTH  AVENUE,,BRYAN,TX,48,77803,,30.677338,-96.395088,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
103,,BRAZOS,41,COLLEGE STATION UTILITIES MEETING & TRAINING FACILITY,1603 GRAHAM ROAD,,COLLEGE STATION,TX,48,77845,,30.576558,-96.287761,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
104,,BRAZOS,41,GALILEE BAPTIST CHURCH,804 N LOGAN AVE,,BRYAN,TX,48,77803,,30.681219,-96.377862,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
105,,BRAZOS,41,MEMORIAL STUDENT CENTER (MSC),A&M CAMPUS ROOM 526,,COLLEGE STATION,TX,48,77840,,30.609093,-96.325984,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
106,,BREWSTER,43,"J.W. RED"" PATTILLO COMMUNITY CENTER""",100 HWY 118,,TERLINGUA,TX,48,79852,,29.32159,-103.61602,10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
107,,BREWSTER,43,JUDGE VAL CLARK BEARD OFFICE COMPLEX,203 N 7TH STREET,,ALPINE,TX,48,79830,,30.358137,-103.664025,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-6 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
108,,BREWSTER,43,MARATHON COMMUNITY CENTER,2ND AND AVE E,,MARATHON,TX,48,79842,,30.21576,-103.24333,10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
109,,BRISCOE,45,BRISCOE COUNTY CLERK'S OFFICE,415 MAIN,,SILVERTON,TX,48,79257,,34.473615,-101.303333,10/19-10/23 1 PM-5 PM; 10/19-10/23 8 AM-12 PM; 10/26-10/30 1 PM-5 PM; 10/26-10/30 8 AM-12 PM,,,State Party,2020-10-27,TRUE,
110,,BROOKS,47,ED RACHAL MEMORIAL LIBRARY,203 CALIXTO MORA AVE.,,FALFURRIAS,TX,48,78355,,27.225524,-98.142944,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/26-10/28 8 AM-5 PM; 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
111,,BROWN,49,BROWN COUNTY ELECTIONS OFFICE - EV,613 N FISK ST SUITE 200,,BROWNWOOD,TX,48,76801,,31.724024,-98.98027,10/19-10/23 8 AM-5 PM 10/24 8 AM-5 PM 10/25 12 AM-5 PM 10/26-10/28 8 AM-5 PM 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
112,,BURLESON,51,BURLESON COUNTY COURTHOUSE,100 W. BUCK ST.,,CALDWELL,TX,48,77836,,30.532051,-96.69293,10/19-10/23 8 AM-5 PM 10/24 7 AM-7 PM 10/25 8 AM-1 PM 10/26-10/28 7 AM-7 PM 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
113,,BURNET,53,AGRILIFE EXTENSION,607 N. VANDERVEER,,BURNET,TX,48,78611,,30.763798,-98.226981,10/19-10/21 8-5 10/22 7-7 10/23-10/24 8-5 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
114,,BURNET,53,BERTRAM LIBRARY,170 N. GABRIEL ST.,,BERTRAM,TX,48,78605,,30.743523,-98.054787,10/19-10/21 8-5 10/22 7-7 10/23-10/24 8-5 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
115,,BURNET,53,GRANITE SHOALS COMMUNITY CTR,1208 N PHILLIPS RANCH RD,,GRANITE SHOALS,TX,48,78654,,30.595573,-98.381936,10/19-10/21 8-5 10/22 7-7 10/23-10/24 8-5 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
116,,BURNET,53,MARBLE FALLS SOUTH COURTHOUSE ANNEX,810 STEVE HAWKINS PKWY.,,MARBLE FALLS,TX,48,78654,,30.556419,-98.273399,10/19-10/21 8-5 10/22 7-7 10/23-10/24 8-5 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
117,,CALDWELL,55,LULING CIVIC CENTER,300 E. AUSTIN STREET,,LULING,TX,48,78648,,29.683864,-97.651337,10/19-10/23 8 AM-5 PM; 10/24 9 AM-6 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
118,,CALDWELL,55,SCOTT ANNEX BUILDING,1403 BLACKJACK ST,,LOCKHART,TX,48,78644,,29.875043,-97.654195,10/19-10/23 8 AM-5 PM; 10/24 9 AM-6 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
119,,CALHOUN,57,BAUER COMMUNITY CENTER,2300 N HWY 35,,PORT LAVACA,TX,48,77979,,28.636482,-96.617469,10/13-10/16 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
120,,CALHOUN,57,CALHOUN COUNTY COURTHOUSE,211 S. ANN,,PORT LAVACA,TX,48,77979,,28.612816,-96.626125,"10/19,10/21,10/23,10/26,10/28,10/30 8A-5P 10/20,10/22,10/27,10/29 7A-7P 10/24 9A-1P",,,State Party,2020-10-27,TRUE,
121,,CALLAHAN,59,COUNTY COURTHOUSE BAIRD,100 W. 4TH ST.,,BAIRD,TX,48,79504,,32.394858,-99.394155,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
122,,CALLAHAN,59,CROSS PLAINS,108 BEECH ST. CROSS,,PLAINS,TX,48,76443,,32.12579,-99.157802,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
123,,CALLAHAN,59,JUSTICE OF THE PEACE PRCT 1 OFFICE,208 OAK STREET,,CLYDE,TX,48,79510,,32.407602,-99.493813,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
124,,CAMERON,61,AMERICAN LEGION HALL,219 E COMMERCIAL AVE,,LA FERIA,TX,48,78559,,26.158788,-97.821954,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
125,,CAMERON,61,BOB CLARK SOCIAL SERVICES CENTER,9901 CALIFORNIA RD.,,BROWNSVILLE,TX,48,78521,,25.894954,-97.423332,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
126,,CAMERON,61,BROWNSVILLE INDEPENDANT SCHOOL DISTRICT - ADMINSTRATIVE BLDG,1900 E PRICE RD,,BROWNSVILLE,TX,48,78521,,25.933576,-97.491529,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
127,,CAMERON,61,BROWNSVILLE NAVIGATION DISTRICT,1000 CAPT DONALD L FOUST RD,,BROWNSVILLE,TX,48,78521,,25.950824,-97.412347,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
128,,CAMERON,61,BROWNSVILLE PUBLIC LIBRARY,2600 CENTRAL BLVD,,BROWNSVILLE,TX,48,78520,,25.940377,-97.509606,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
129,,CAMERON,61,BROWNSVILLE PUBLIC LIBRARY - SOUTHMOST BRANCH,4320 SOUTHMOST RD,,BROWNSVILLE,TX,48,78521,,25.896295,-97.449913,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
130,,CAMERON,61,BROWNVILLE EVENTS CENTER,1 EVENT CTR,,BROWNSVILLE,TX,48,78526,,25.971728,-97.469871,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
131,,CAMERON,61,CAMERON COUNTY COURTHOUSE JUDCIAL COMPLEX,954 E. HARRISON ST.,,BROWNSVILLE,TX,48,78520,,25.907519,-97.49443,10/17-10/18 10 AM-5 PM; 10/19-10/23 9 AM-7 PM; 10/24-10/25 10 AM-5 PM; 10/26-10/30 8 AM-8 PM,,,State Party,2020-10-27,TRUE,
132,,CAMERON,61,CAMERON PARK COMMUNITY CENTER - EL CENTRO CULTURAL,2100 GREGORY AVE.,,BROWNSVILLE,TX,48,78526,,25.970897,-97.485289,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
133,,CAMERON,61,HARLINGEN CONVENTION CENTER,701 HARLINGEN HEIGHTS,,HARLINGEN,TX,48,78552,,26.196865,-97.750546,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
134,,CAMERON,61,HARLINGEN COUNTY ANNEX BUILDING,3302 WILSON RD.,,HARLINGEN,TX,48,78552,,26.211511,-97.725566,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
135,,CAMERON,61,HARLINGEN CULTURAL ARTS CENTER,576 76 DR.,,HARLINGEN,TX,48,78550,,26.255523,-97.667502,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
136,,CAMERON,61,LAGUNA VISTA CITY HALL,122 FERNANDEZ ST,,LAGUNA VISTA,TX,48,78578,,26.102571,-97.291573,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
137,,CAMERON,61,LOS FRESNOS COMMUNITY CENTER,204 N. BRAZIL ST.,,LOS FRESNOS,TX,48,78566,,26.07277,-97.478606,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
138,,CAMERON,61,LOS INDIOS COMMUNITY CENTER,309 E. HEYWOOD ST.,,LOS INDIOS,TX,48,78567,,26.052058,-97.744112,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
139,,CAMERON,61,MARIA LUISA RUIZ GUERRA COUNTY ANNEX,116 SANTA VISTA AVE.,,SANTA ROSA,TX,48,78593,,26.253091,-97.825607,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
140,,CAMERON,61,NEW HORIZON MEDICAL CENTER,191 E. PRICE RD.,,BROWNSVILLE,TX,48,78521,,25.931603,-97.465672,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
141,,CAMERON,61,PORT ISABEL EVENT AND CULTURAL CENTER,309 RAILROAD,,PORT ISABEL,TX,48,78575,,26.02314,-97.5378,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
142,,CAMERON,61,RIO HONDO ISD ADMINISTRATION BLDG.,215 W. COLORADO ST. RIO,,HONDO,TX,48,78583,,26.234141,-97.573006,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
143,,CAMERON,61,SAN BENITO COMMUNITY BUILDING,210 E HEYWOOD ST,,SAN BENITO,TX,48,78586,,26.233781,-97.579607,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
144,,CAMERON,61,SANTA MARIA ISD ADMINISTRATIVE BUILDING,11119 OLD MILITARY HWY 281,,SANTA MARIA,TX,48,78592,,26.079842,-97.853041,10/19-10/23 9 AM-7 PM; 10/24-10/25 10 AM-5 PM; 10/26-10/28 9 AM-7 PM; 10/29-10/30 8 AM-8 PM,,,State Party,2020-10-27,TRUE,
145,,CAMERON,61,SOUTH PADRE ISLAND CITY HALL,4601 PADRE BLVD.,,SOUTH PADRE ISLAND,TX,48,78597,,26.088874,-97.164791,"10/19-10/21,10/23,10/26-10/28 8A-7P 10/22 7A-7P 10/24-10/25 10A-5P 10/29 7A-8P 10/30 8A-8P",,,State Party,2020-10-27,TRUE,
146,,CAMERON,61,TEXAS SOUTHMOST COLLEGE,600 INTERNATIONAL BLVD,,BROWNSVILLE,TX,48,78520,,25.901199,-97.488945,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
147,,CAMERON,61,TOWN OF RANCHO VIEJO,3301 CARMEN AVE.,,RANCHO VIEJO,TX,48,78575,,26.031788,-97.557771,10/17-10/18 10-5 10/19-10/23 9-7 10/24-10/25 10-5 10/26-10/28 9-7 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
148,,CAMP,63,CAMP COUNTY COURTHOUSE,126 CHURCH STREET,,PITTSBURG,TX,48,75686,,32.995592,-94.96559,10/19-10/23 07:00 AM-07:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
149,,CARSON,65,CARSON COUNTY WAR MEMORIAL,500 MAIN,,PANHANDLE,TX,48,79068,,35.346034,-101.381012,10/19-10/21 8 AM-6 PM; 10/22 7 AM-7 PM; 10/23 8 AM-6 PM; 10/26-10/30 8 AM-6 PM,,,State Party,2020-10-27,TRUE,
150,,CASS,67,CASS COUNTY,227 E RUSH ST,,LINDEN,TX,48,75563,,33.011075,-94.363799,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
151,,CASS,67,NORTH EAST TEXAS PROPERTY MANAGEMENT,101 E PINECREST DR,,ATLANTA,TX,48,75551,,33.106357,-94.17485,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
152,,CASTRO,69,CASTRO COUNTY COURTHOUSE 100 E. BEDFORD,100 E BEDFORD ST,,DIMMITT,TX,48,79027,,34.550486,-102.311775,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
153,,CHAMBERS,71,AMERICAN LEGION HALL EV,1704 S MAIN ST,,ANAHUAC,TX,48,77514,,29.757884,-94.684708,10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
154,,CHAMBERS,71,CEDAR BAYOU COMMUNITY BUILDING EV,7711 HWY 146,,BAYTOWN,TX,48,77520,,29.813304,-94.901338,10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
155,,CHAMBERS,71,MONT BELVIEU BRANCH EV,1 JOHN HALL DRIVE,,MONT BELVIEU,TX,48,77580,,29.846262,-94.852988,10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
156,,CHAMBERS,71,WINNIE STOWELL COMMUNITY BUILDING EV,335 PARK STREET,,WINNIE,TX,48,77665,,29.809898,-94.380343,10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
157,,CHEROKEE,73,CHEROKEE CO ELECTION DEPT,138 W 5TH STREET,,RUSK,TX,48,75785,,31.795142,-95.151223,10/19-10/23 8-5 10/24 9-3 10/25 1-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
158,,CHEROKEE,73,NORMAN ACTIVITY CENTER,526 E COMMERCE ST,,JACKSONVILLE,TX,48,75766,,31.965562,-95.268668,10/19-10/23 8-5 10/24 9-3 10/25 1-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
159,,CHEROKEE,73,THE RIVER CHURCH,595 MARCUS STREET,,ALTO,TX,48,75925,,31.644256,-95.069678,10/19-10/23 8-5 10/24 9-3 10/25 1-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
160,,CHILDRESS,75,COURTHOUSE,100 AVE E NW,,CHILDRESS,TX,48,79201,,34.426184,-100.205222,10/19 8-4:30 10/20 7-7 10/21-10/22 8-4:30 10/23 8-3:30 10/26-10/29 8-4:30 10/30 8-3:30,,,State Party,2020-10-27,TRUE,
161,,CLAY,77,1ST BAPTIST CHURCH OF DEAN,7241 SH 79 N,,WICHITA FALLS,TX,48,76305,,34.004783,-98.388757,10/19-10/23 12:00 PM-08:00 PM; 10/26-10/30 12:00 PM-08:00 PM,,,State Party,2020-10-27,TRUE,
162,,CLAY,77,ARROWHEAD RANCH ESTATES FIRE DEPT,22514 FM 2393,,WICHITA FALLS,TX,48,76305,,33.798997,-98.411948,10/19-10/23 12:00 PM-08:00 PM; 10/26-10/30 12:00 PM-08:00 PM,,,State Party,2020-10-27,TRUE,
163,,CLAY,77,BELLEVUE COMMUNITY CENTER,754 ROSS,,BELLEVUE,TX,48,76228,,33.631206,-98.01638,10/19-10/23 12:00 PM-08:00 PM; 10/26-10/30 12:00 PM-08:00 PM,,,State Party,2020-10-27,TRUE,
164,,CLAY,77,CLAY COUNTY ANNEX,214 N. MAIN STREET,,HENRIETTA,TX,48,76365,,33.817005,-98.195995,10/19-10/23 07:00 AM-07:00 PM; 10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
165,,COCHRAN,79,COUNTY ACTIVITY BUILDING,200 W TAYLOR,,MORTON,TX,48,79346,,33.724471,-102.760583,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
166,,COKE,81,COKE COUNTY COURTHOUSE,13 E 7TH ST,,ROBERT LEE,TX,48,76945,,31.892643,-100.485693,10/30 08:00 AM-01:00 PM,,,State Party,2020-10-27,TRUE,
167,,COLEMAN,83,COURTHOUSE,100 W LIVEOAK ST,,COLEMAN,TX,48,76834,,31.831458,-99.423098,10/19-10/23 07:00 AM-05:00 PM; 10/26-10/27 07:00 AM-07:00 PM; 10/28-10/30 07:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
168,,COLLIN,85,ALLEN EVENT CENTER,200 E STACY ROAD #1350,,ALLEN,TX,48,75002,,33.127196,-96.654285,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
169,,COLLIN,85,ALLEN ISD SERVICE CENTER,1451 N WATTERS ROAD,,ALLEN,TX,48,75002,,33.122351,-96.683192,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
170,,COLLIN,85,ANNA ISD,501 S SHERLEY AVENUE,,ANNA,TX,48,75409,,33.344861,-96.548208,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
171,,COLLIN,85,CARPENTER PARK RECREATION CENTER,6701 COIT ROAD,,PLANO,TX,48,75024,,33.062831,-96.77344,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
172,,COLLIN,85,CELINA ISD ADMINISTRATION BUILDING,205 S. COLORADO STREET,,CELINA,TX,48,75009,,33.322236,-96.788156,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
173,,COLLIN,85,CHILDREN'S HEALTH STARCENTER,6993 STARS AVENUE,,MCKINNEY,TX,48,75070,,33.142649,-96.704215,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
174,,COLLIN,85,CHRIST FELLOWSHIP,2801 ORCHID DRIVE,,MCKINNEY,TX,48,75072,,33.171219,-96.669558,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
175,,COLLIN,85,CHRIST UNITED METHODIST CHURCH,3101 COIT ROAD,,PLANO,TX,48,75075,,33.038084,-96.770248,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
176,,COLLIN,85,COLLIN COLLEGE - HIGHER EDUCATION CENTER,3452 SPUR 399,,MCKINNEY,TX,48,75069,,33.162442,-96.638558,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
177,,COLLIN,85,COLLIN COLLEGE FRISCO CAMPUS,9700 WADE BOULEVARD,,FRISCO,TX,48,75035,,33.13104,-96.792742,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
178,,COLLIN,85,COLLIN COLLEGE MCKINNEY CAMPUS,2200 W. UNIVERSITY DRIVE,,MCKINNEY,TX,48,75071,,33.217358,-96.644705,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
179,,COLLIN,85,COLLIN COLLEGE PLANO CAMPUS,2800 E SPRING CREEK PARKWAY,,PLANO,TX,48,75074,,33.050121,-96.676797,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
