id,source_id,county_name,county_fips,location_name,address_line1,location_detail,city,state,state_fips,zip5,zip4,latitude,longitude,schedule,exceptions,notes,source,date_acquired,county_wide,van_precinct_ids
948,,PARKER,367,SPRINGTOWN SENIOR CENTER,1070 N MAIN ST,,SPRINGTOWN,TX,48,76082,,32.981621,-97.685129,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
949,,PARMER,369,COUNTY CLERK OFFICE,401 3RD STREET,,FARWELL,TX,48,79325,,34.384816,-103.039516,10/19-10/22 8:30 AM-5 PM; 10/23 8:30 AM-3 PM; 10/26-10/29 8:30 AM-5 PM; 10/30 8:30 AM-3 PM,,,State Party,2020-10-27,TRUE,
950,,PECOS,371,COYANOSA COMMUNITY CENTER,4646 S. FRANK ST.,,COYANOSA,TX,48,79730,,31.240928,-103.064945,10/13-10/21 8 AM-5 PM; 10/22 7 AM-7 PM; 10/23-10/28 8 AM-5 PM; 10/29 7 AM-7 PM; 10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
951,,PECOS,371,IMPERIAL COMMUNITY CENTER,208 ALLISON AVE.,,IMPERIAL,TX,48,79743,,31.268874,-102.690464,10/13-10/21 8 AM-5 PM; 10/22 7 AM-7 PM; 10/23-10/28 8 AM-5 PM; 10/29 7 AM-7 PM; 10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
952,,PECOS,371,IRAAN SENIOR CITIZEN CENTER,508 S. FARR,,IRAAN,TX,48,79735,,30.913803,-101.898926,10/13-10/21 8 AM-5 PM; 10/22 7 AM-7 PM; 10/23-10/28 8 AM-5 PM; 10/29 7 AM-7 PM; 10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
953,,PECOS,371,PECOS COUNTY ANNEX,200 S NELSON,,FORT STOCKTON,TX,48,79735,,30.883875,-102.880835,10/13-10/21 8 AM-5 PM; 10/22 7 AM-7 PM; 10/23-10/28 8 AM-5 PM; 10/29 7 AM-7 PM; 10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
954,,PECOS,371,SHEFFIELD COMMUNITY CENTER,321 PINE STREET,,SHEFFIELD,TX,48,79781,,30.691647,-101.827991,10/13-10/21 8 AM-5 PM; 10/22 7 AM-7 PM; 10/23-10/28 8 AM-5 PM; 10/29 7 AM-7 PM; 10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
955,,POLK,373,JUDICIAL CENTER,101 WEST MILL STREET,,LIVINGSTON,TX,48,77351,,30.710056,-94.933421,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
956,,POLK,373,ONALASKA SUBCOURTHOUSE,14111 US HWY 190 W.,,ONALASKA,TX,48,77360,,30.812567,-95.110074,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
957,,POLK,373,SECHREST WEBSTER COMMUNITY CENTER,100 WEST FRONT ST,,CORRIGAN,TX,48,75939,,30.998638,-94.828149,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
958,,POTTER,375,CASEY CARPET ONE,3500 W I-40 HWY,,AMARILLO,TX,48,79102,,35.19238,-101.876873,10/19-10/23 08:00 AM-05:00 PM; 10/24 09:00 AM-03:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
959,,POTTER,375,CORNERSTONE OUTREACH,1111 N BUCHANAN ST,,AMARILLO,TX,48,79107,,35.225704,-101.829653,10/19-10/23 08:00 AM-05:00 PM; 10/24 09:00 AM-03:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
960,,POTTER,375,HILLSIDE CHRISTIAN CHURCH NW,600 TASCOSA RD,,AMARILLO,TX,48,79124,,35.216706,-101.90698,10/19-10/23 08:00 AM-05:00 PM; 10/24 09:00 AM-03:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
961,,POTTER,375,SANTA FE BLDG,900 S POLK ST,,AMARILLO,TX,48,79101,,35.204353,-101.838067,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
962,,POTTER,375,UNITED AMIGOS,3300 E I-40 HWY,,AMARILLO,TX,48,79103,,35.192719,-101.798969,10/19-10/23 08:00 AM-05:00 PM; 10/24 09:00 AM-03:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
963,,PRESIDIO,377,AMVETS USO BUILDING,302 S HIGHLAND AVE,,MARFA,TX,48,79843,,30.307878,-104.020491,10/19-10/20 8-5 10/21 7-7 10/22-10/23 8-5 10/26-10/27 8-5 10/28 7-7 10/29-10/30 8-5,,,State Party,2020-10-27,TRUE,
964,,PRESIDIO,377,PRESIDIO COUNTY ANNEX,300 B E. O'REILLY ST.,,PRESIDIO,TX,48,79845,,29.560378,-104.369365,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
965,,RAINS,379,RAINS COUNTY COURTHOUSE ANNEX-VOTING CENTER,220 W QUITMAN,,EMORY,TX,48,75440,,32.875935,-95.767431,10/19-10/23 8 AM-4:30 PM; 10/26 8 AM-4:30 PM; 10/27 7 AM-7 PM; 10/28-10/30 8 AM-4:30 PM,,,State Party,2020-10-27,TRUE,
966,,RANDALL,381,ANNEX,4320 S. WESTERN,,AMARILLO,TX,48,79110,,35.166029,-101.885014,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
967,,RANDALL,381,COMANCHE TRAIL CHURCH OF CHRIST,2700 34TH,,AMARILLO,TX,48,79103,,35.178224,-101.806573,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
968,,RANDALL,381,RANDALL COUNTY JUSTICE CENTER,2309 RUSSELL LONG BLVD.,,CANYON,TX,48,79015,,34.985967,-101.917936,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
969,,RANDALL,381,RCEA MAIN EARLY VOTING,1604 5TH AVE,,CANYON,TX,48,79015,,34.978679,-101.927221,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
970,,RANDALL,381,SW LIBRARY,6801 W. 45TH AVE,,AMARILLO,TX,48,79109,,35.160548,-101.91299,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/29 7 AM-7 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
971,,REAGAN,383,REAGAN COUNTY COMMUNITY BUILDING,1305 MONTANA AVE,,BIG LAKE,TX,48,76932,,31.203165,-101.457479,10/19 7-7 10/20-10/22 8-5 10/23 8-4 10/26 7-7 10/27-10/29 8-5 10/30 8-4,,,State Party,2020-10-27,TRUE,
972,,REAL,385,NUECES CANYON SENIOR CENTER,201 W 4TH STREET,,CAMP WOOD,TX,48,78833,,29.669287,-100.013884,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
973,,REAL,385,REAL COUNTY COURTHOUSE,101 SOUTH MARKET STREET,,LEAKEY,TX,48,78873,,29.727385,-99.762487,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
974,,RED RIVER,387,WOMENS EX BLDG FAIRGROUNDS,909 FAIRGROUNDS RD,,CLARKSVILLE,TX,48,75426,,33.607196,-95.036813,10/19-10/23 07:00 AM-07:00 PM; 10/24 09:00 AM-04:00 PM; 10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
975,,REEVES,389,PECOS COMMUNITY CENTER,506 S. OAK ST,,PECOS,TX,48,79772,,31.423316,-103.494071,"10/13, 10/30 7AM-7PM; 10/14-10/29 8AM-5PM",,,State Party,2020-10-27,TRUE,
976,,REFUGIO,391,REFUGIO COUNTY ELECTIONS ADMINISTRATION OFFICE,414 C NORTH ALAMO STREET,,REFUGIO,TX,48,78377,,28.310345,-97.274096,10/19 7 AM-7 PM; 10/20-10/23 8 AM-6 PM; 10/24 8 AM-12 PM; 10/26 7 AM-7 PM; 10/27-10/30 8 AM-6 PM,,,State Party,2020-10-27,TRUE,
977,,ROBERTS,393,ROBERTS COUNTY CLERK OFFICE,300 EAST COMMERCIAL,,MIAMI,TX,48,79059,,35.692692,-100.635333,10/19-10/23 1 PM-5 PM; 10/19-10/23 8 AM-12 PM; 10/26-10/30 1 PM-5 PM; 10/26-10/30 8 AM-12 PM,,,State Party,2020-10-27,TRUE,
978,,ROBERTSON,395,CALVERT FIRE STATION,700 RAILROAD STREET,,CALVERT,TX,48,77837,,30.978592,-96.672939,10/13-10/23 Mon-Fri 8AM-5PM; 10/24 8AM-7PM; 10/26-10/30 7AM-7PM,,,State Party,2020-10-27,TRUE,
979,,ROBERTSON,395,ELECTION CENTER,601 N HEARNE STREET,,FRANKLIN,TX,48,77856,,31.028338,-96.491504,10/13-10/23 Mon-Fri 8AM-5PM; 10/24 8AM-7PM; 10/26-10/30 7AM-7PM,,,State Party,2020-10-27,TRUE,
980,,ROBERTSON,395,GRACE UNITED METHODIST CHURCH,408 S MAGNOLIA,,HEARNE,TX,48,77859,,30.879199,-96.594811,10/13-10/23 Mon-Fri 8AM-5PM; 10/24 8AM-7PM; 10/26-10/30 7AM-7PM,,,State Party,2020-10-27,TRUE,
981,,ROBERTSON,395,J.P. #4 OFFICE,113 JACK STREET,,BREMOND,TX,48,76629,,31.164528,-96.675855,10/13-10/23 Mon-Fri 8AM-5PM; 10/24 8AM-7PM; 10/26-10/30 7AM-7PM,,,State Party,2020-10-27,TRUE,
982,,ROCKWALL,397,COUNTY LIBRARY,1215 E. YELLOWJACKET LN,,ROCKWALL,TX,48,75087,,32.906017,-96.458987,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/24 10-3 10/25 11-2 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
983,,ROCKWALL,397,FATE CITY HALL,1900 CD BOREN PKWY,,FATE,TX,48,75087,,32.943901,-96.452875,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/24 10-3 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
984,,ROCKWALL,397,HEATH CITY HALL,200 LAURENCE DR,,HEATH,TX,48,75032,,32.837325,-96.473725,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/24 10-3 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
985,,ROCKWALL,397,ROYSE CITY HALL,305 N. ARCH ST,,ROYSE CITY,TX,48,75189,,32.976633,-96.332067,10/19-10/21 8-5 10/22 7-7 10/23 8-5 10/24 10-3 10/26-10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
986,,RUNNELS,399,RUNNELS COUNTYELECTION OFFICE,600 STRONG AVENUE,,BALLINGER,TX,48,76821,,31.738727,-99.944954,10/19 8:30-5 10/20 7-7 10/21-10/23 8:30-5 10/24 8-2 10/26 8:30-5 10/27 7-7 10/28-10/30 8:30-5,,,State Party,2020-10-27,TRUE,
987,,RUSK,401,RUSK COUNTY ELECTIONS,204 N MAIN,,HENDERSON,TX,48,75652,,32.154978,-94.799443,10/19-10/23 07:00 AM-07:00 PM; 10/24 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
988,,SABINE,403,HEMPHILL FIRST BAPTIST CHURCH LIFE CENTER,301 MANN ST.,,HEMPHILL,TX,48,75948,,31.341582,-93.847682,10/13-10/30 08:00 AM-04:00 PM; 10/20 07:00 AM-07:00 PM; 10/23 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
989,,SABINE,403,PINELAND FIRST BAPTIST CHURCH FAMILY LIFE CENTER,112 TIMBERLAND HWY,,PINELAND,TX,48,75968,,31.25072,-93.975705,10/13-10/30 08:00 AM-04:00 PM; 10/20 07:00 AM-07:00 PM; 10/23 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
990,,SAN AUGUSTINE,405,BROADDUS COMMUNITY CENTER,1011 FM 2558,,BROADDUS,TX,48,75929,,31.309151,-94.271223,10/19 8-4 10/20 7-7 10/21-10/23 8-4 10/24 9-1 10/26 8-4 10/27 7-7 10/28-10/30 8-4,,,State Party,2020-10-27,TRUE,
991,,SAN AUGUSTINE,405,ELECTION ADMINSTRATOR'S OFFICE,225 NORTH HARRISON,,SAN AUGUSTINE,TX,48,75972,,31.531487,-94.110574,10/19 8-4 10/20 7-7 10/21-10/23 8-4 10/24 9-1 10/26 8-4 10/27 7-7 10/28-10/30 8-4,,,State Party,2020-10-27,TRUE,
992,,SAN JACINTO,407,EA BLDG,51 E PINE AVE,,COLDSPRING,TX,48,77331,,30.591145,-95.12791,"10/19,10/21-10/23,10/26,10/28-10/29 8 AM-4:30 PM; 10/20,10/24,10/27,10/30 7 AM-7 PM;",,,State Party,2020-10-27,TRUE,
993,,SAN JACINTO,407,SHEPHERD COMMUNITY CENTER,10251 STATE HWY 150,,SHEPHERD,TX,48,77371,,30.499867,-95.009415,"10/19,10/21-10/23,10/26,10/28-10/29 8 AM-4:30 PM; 10/20,10/24,10/27,10/30 7 AM-7 PM;",,,State Party,2020-10-27,TRUE,
994,,SAN PATRICIO,409,ARANSAS PASS CIVIC CENTER,700 WEST WHEELER,,ARANSAS PASS,TX,48,78336,,27.912149,-97.154637,10/19-10/23 10-6 10/26 10-6 10/27 8-8 10/28 10-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
995,,SAN PATRICIO,409,ELECTION OFFICE COURTHOUSE ANNEX,410 W MARKET ST,,SINTON,TX,48,78387,,28.037962,-97.51517,10/19-10/23 8-6 10/24 9-4 10/26 8-6 10/27 8-8 10/28 8-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
996,,SAN PATRICIO,409,HUMMBLE COMM CENTER,2821 MAIN ST,,INGLESIDE,TX,48,78362,,27.879498,-97.210814,10/19-10/23 10-6 10/26 10-6 10/27 8-8 10/28 10-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
997,,SAN PATRICIO,409,KIVA HUT,401 PARK,,TAFT,TX,48,78390,,27.981966,-97.394363,10/19-10/23 10-6 10/26 10-6 10/27 8-8 10/28 10-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
998,,SAN PATRICIO,409,MATHIS CITY HALL ANNEX,401 E SAN PATRICIO AVE,,MATHIS,TX,48,78368,,28.091354,-97.824562,10/19-10/23 10-6 10/26 10-6 10/27 8-8 10/28 10-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
999,,SAN PATRICIO,409,O PUBLIC LIBRARY,516 VOSS AVE,,ODEM,TX,48,78370,,27.952365,-97.580553,10/19-10/23 10-6 10/26 10-6 10/27 8-8 10/28 10-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
1000,,SAN PATRICIO,409,PORTLAND COMM CENTER,2000 BILLY G WEBB,,PORTLAND,TX,48,78374,,27.893895,-97.315231,10/19-10/23 10-6 10/26 10-6 10/27 8-8 10/28 10-6 10/29 8-8 10/30 8-4,,,State Party,2020-10-27,TRUE,
1001,,SAN SABA,411,COUNTY CLERKS OFFICE,500 E WALLACE,,SAN SABA,TX,48,76877,,31.195343,-98.717005,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1002,,SCHLEICHER,413,SCHLEICHER COUNTY COURTHOUSE EV,2 SOUTH DIVIDE STREET,,ELDORADO,TX,48,76936,,30.860252,-100.59998,10/19-10/23 1 PM-5 PM; 10/19-10/23 8 AM-12 PM; 10/26-10/30 1 PM-5 PM; 10/26-10/30 8 AM-12 PM,,,State Party,2020-10-27,TRUE,
1003,,SCURRY,415,SCURRY COUNTY COURTHOUSE,1806 25TH STREET,,SNYDER,TX,48,79549,,32.716625,-100.917811,10/13-10/30 08:30 AM-05:00 PM; 10/28 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
1004,,SHACKELFORD,417,COURTHOUSE,225 S MAIN,,ALBANY,TX,48,76430,,32.722716,-99.296466,10/19-10/22 8:30 AM-5 PM; 10/23 8:30 AM-4 PM; 10/26-10/29 8:30 AM-5 PM; 10/30 8:30 AM-4 PM,,,State Party,2020-10-27,TRUE,
1005,,SHELBY,419,CENTER COMMUNITY HOUSE,423 SAN AUGUSTINE ST,,CENTER,TX,48,75935,,31.777561,-94.193635,10/19 7-7 10/20-10/23 8-4:30 10/24 10-2 10/25 12-4 10/26 7-7 10/27-10/30 8-4:30,,,State Party,2020-10-27,TRUE,
1006,,SHERMAN,421,SHERMAN COUNTY CLERKS OFFICE,701 NORTH 3RD STREET,,STRATFORD,TX,48,79084,,36.338154,-102.07024,10/13-10/30 Mon-Thu: 8AM-5PM Fri: 8AM-2PM,,,State Party,2020-10-27,TRUE,
1007,,SMITH,423,CHAPEL HILL FIRE DEPARTMENT,13801 COUNTY ROAD 220,,TYLER,TX,48,75707,,32.30958,-95.178479,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1008,,SMITH,423,HERITAGE BUILDING,1900 BELLWOOD ROAD,,TYLER,TX,48,75701,,32.340743,-95.321107,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1009,,SMITH,423,KINZIE COMMUNITY CENTER,912 MT SYLVAN ST,,LINDALE,TX,48,75771,,32.506816,-95.415002,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1010,,SMITH,423,NOONDAY COMMUNITY CENTER,16662 COUNTY ROAD 196,,TYLER,TX,48,75703,,32.23793,-95.407423,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1011,,SMITH,423,SMITH COUNTY HUB,304 E FERGUSON STREET,,TYLER,TX,48,75702,,32.351964,-95.298213,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1012,,SMITH,423,TASCA ACTIVITY CENTER,10495 COUNTY ROAD 2167,,WHITEHOUSE,TX,48,75791,,32.253143,-95.238717,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1013,,SMITH,423,WORKHUB,7922 S BROADWAY AVE,,TYLER,TX,48,75703,,32.260575,-95.307178,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1014,,SOMERVELL,425,COUNTY ANNEX,206 ELM ST,,GLEN ROSE,TX,48,76043,,32.233404,-97.753229,10/19 8-5 10/20 7-7 10/21-10/24 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
1015,,STARR,427,EL CENIZO PARK BLDG,70 OLD LA CASITA RD,,RIO GRANDE CITY,TX,48,78582,,26.329975,-98.720686,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1016,,STARR,427,ESCOBARES COMMUNITY CENTER,4829 4829 OLD HWY 83 ESCOBARES OLD HWY 83,,ESCOBARES,TX,48,78584,,26.409845,-98.959629,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1017,,STARR,427,FORT RINGGOLD CAFETERIA,1 S FORT RINGGOLD,,RIO GRANDE CITY,TX,48,78582,,26.499887,-98.752428,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1018,,STARR,427,LA ROSITA PUBLIC LIBRARY,4192 W US HWY 83,,RIO GRANDE CITY,TX,48,78582,,26.396341,-98.922953,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1019,,STARR,427,LA VICTORIA COMMUNITY CENTER,532 GABRIELA STREET,,RIO GRANDE CITY,TX,48,78582,,26.342646,-98.635979,10/13-10/30 8AM-5PM,,,State Party,2020-10-27,TRUE,
1020,,STARR,427,OLD INTERMEDIATE GYM ROMA ISD,703 N GLADIATOR BLVD,,ROMA,TX,48,78584,,26.409557,-99.011073,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1021,,STARR,427,STARR COUNTY COURTHOUSE,401 N BRITTON AVE,,RIO GRANDE CITY,TX,48,78582,,26.383191,-98.819564,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1022,,STEPHENS,429,COURTHOUSE,200 WEST WALKER,,BRECKENRIDGE,TX,48,76424,,32.755821,-98.904463,10/13-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1023,,STERLING,431,COUNTY COURTHOUSE,609 4TH AVE.,,STERLING CITY,TX,48,76951,,31.836029,-100.987924,10/19-10/22 8 AM-4:30 PM; 10/23 8 AM-2 PM; 10/26-10/29 8 AM-4:30 PM; 10/30 8 AM-2 PM,,,State Party,2020-10-27,TRUE,
1024,,STONEWALL,433,STONEWALL COUNTY COURTHOUSE,128 TOWN SQUARE LANE,,ASPERMONT,TX,48,79502,,33.139647,-100.224966,10/13-10/30 08:00 AM-04:30 PM,,,State Party,2020-10-27,TRUE,
1025,,SUTTON,435,SUTTON COUNTY ANNEX - SUITE 2,300 EAST OAK ST,,SONORA,TX,48,76950,,30.572552,-100.644595,"10/20,10/27 7:30A-7:30P 10/21-10/23,10/26,10/28-10/30 8:30A-4:30P",,,State Party,2020-10-27,TRUE,
1026,,SWISHER,437,ELECTIONS OFFICE,119 S. MAXWELL,,TULIA,TX,48,79088,,34.536563,-101.763834,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/28 08:00 AM-05:00 PM; 10/29-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
1027,,TARRANT,439,ASIA TIMES SQUARE,2625 WEST PIONEER PARKWAY,,GRAND PRAIRIE,TX,48,75051,,32.710205,-97.046542,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1028,,TARRANT,439,B. J. CLARK ANNEX,603 SOUTHEAST PARKWAY,,AZLE,TX,48,76020,,32.8835,-97.536897,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1029,,TARRANT,439,BEDFORD PUBLIC LIBRARY,2424 FOREST RIDGE DRIVE,,BEDFORD,TX,48,76021,,32.846105,-97.142183,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1030,,TARRANT,439,BENBROOK COMMUNITY CENTER,228 SAN ANGELO AVENUE,,BENBROOK,TX,48,76126,,32.679226,-97.457646,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1031,,TARRANT,439,BOB DUNCAN CENTER,2800 SOUTH CENTER STREET,,ARLINGTON,TX,48,76014,,32.697914,-97.111042,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1032,,TARRANT,439,BROOKSIDE CENTER,1244 BROOKSIDE DRIVE,,HURST,TX,48,76053,,32.833248,-97.178663,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1033,,TARRANT,439,CENTER FOR COMMUNITY SERVICE JUNIOR LEAGUE OF ARLINGTON,4002 WEST PIONEER PARKWAY,,ARLINGTON,TX,48,76013,,32.715642,-97.169992,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1034,,TARRANT,439,CITY OF ARLINGTON SOUTH SERVICE CENTER,1100 SOUTHWEST GREEN OAKS BOULEVARD,,ARLINGTON,TX,48,76017,,32.657838,-97.129386,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1035,,TARRANT,439,COLLEYVILLE PUBLIC LIBRARY,110 MAIN STREET,,COLLEYVILLE,TX,48,76034,,32.885309,-97.157028,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1036,,TARRANT,439,CROUCH EVENT CENTER IN BICENTENNIAL PARK,900 EAST GLENDALE STREET,,CROWLEY,TX,48,76036,,32.580701,-97.343444,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1037,,TARRANT,439,DAN ECHOLS CENTER,6801 GLENVIEW DRIVE NORTH,,RICHLAND HILLS,TX,48,76180,,32.824429,-97.234823,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1038,,TARRANT,439,DIAMOND HILL/JARVIS BRANCH LIBRARY,1300 NORTHEAST 35TH STREET,,FORT WORTH,TX,48,76106,,32.809088,-97.339472,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1039,,TARRANT,439,EAGLE MOUNTAIN-SAGINAW ISD BUILDING 6,1200 NORTH OLD DECATUR ROAD,,SAGINAW,TX,48,76179,,32.874575,-97.390589,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
